#;;;;;;;;;;;;;x;;;
WARGOAL_WE_ACCEPT_4;The fools think we will somehow cave into them.;Ces imbéciles pensent que nous allons céder.;Die Narren denken, dass wir schon irgendwie nachgeben werden.;;Los muy insensatos se creen que, de un modo u otro, nos rendiremos ante ellos.;;;;;;;;;x ;;
WARGOAL_WE_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;;
WARGOAL_WE_ACCEPT_6;We will punish them for their insolence.;Nous les punirons pour leur insolence.;Ihre Unverschämtheit wird sie noch teuer zu stehen kommen!;;Los castigaremos por su insolencia.;;;;;;;;;x ;;
WARGOAL_WE_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WARGOAL_WE_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WARGOAL_WE_ACCEPT_BTN3;Go to;Voir;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;;
WARGOAL_WE_ACCEPT_LOG;$ACTOR$ expanded their war with us to include $WARGOAL$.;$ACTOR$ a étendu sa guerre contre nous pour inclure $WARGOAL$.;$ACTOR$ erweiterte seinen Krieg gegen uns um das Ziel '$WARGOAL$'.;;$ACTOR$ ha ampliado su guerra con nosotros para incluir $WARGOAL$.;;;;;;;;;x ;;
WARGOAL_THEY_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;El ministro de Exteriores informa;;;;;;;;;x ;;
WARGOAL_THEY_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;;
WARGOAL_THEY_ACCEPT_2;We have decided to expand our war by demanding;Nous avons décidé d'étendre notre guerre en demandant;Wir haben uns entschieden, unseren aktuellen Krieg mit folgender Forderung zu erweitern:;;Hemos decidido ampliar nuestra guerra exigiendo;;;;;;;;;x ;;
WARGOAL_THEY_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;x ;;
WARGOAL_THEY_ACCEPT_4;We had tried to be reasonable with $RECIPIENT$;Nous avons essayé d'être raisonnables avec $RECIPIENT$.;Wir haben versucht, vernünftig mit $RECIPIENT$ zu verhandeln.;;Hemos intentado ser razonables con $RECIPIENT$;;;;;;;;;x ;;
WARGOAL_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;;
WARGOAL_THEY_ACCEPT_6;Now they will pay the price for their lack of vision.;Maintenant, ils vont payer le prix pour leur manque de vision.;Nun werden sie den Preis für ihre Engstirnigkeit zahlen.;;Ahora pagarán el precio por su falta de visión.;;;;;;;;;x ;;
WARGOAL_THEY_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WARGOAL_THEY_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WARGOAL_THEY_ACCEPT_BTN3;Go to;Voir;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;;
WARGOAL_THEY_ACCEPT_LOG;We expanded our war with $RECIPIENT$ to include $WARGOAL$.;Nous avons étendu notre guerre contre $RECIPIENT$ pour inclure $WARGOAL$.;Wir haben den Krieg mit $RECIPIENT$ um das Ziel '$WARGOAL$' erweitert.;;Hemos ampliado nuestra guerra con $RECIPIENT$ para incluir $WARGOAL$.;;;;;;;;;x ;;
WARGOAL_OTHER_ACCEPT_HEADER;The Foreign Minister reports;Le ministre des Affaires étrangères indique :;Der Außenminister berichtet:;;El ministro de Exteriores informa;;;;;;;;;x ;;
WARGOAL_OTHER_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;;
WARGOAL_OTHER_ACCEPT_2;We have heard rumours from distant lands;Des rumeurs nous sont parvenues depuis de lointaines contrées.;Uns sind Gerüchte aus fernen Landen zu Ohren gekommen:;;Nos llegan rumores desde tierras lejanas;;;;;;;;;x ;;
WARGOAL_OTHER_ACCEPT_3;It seems that $ACTOR$;Il semble que $ACTOR$;Es scheint so, als ob sich $ACTOR$;;Por lo visto, $ACTOR$;;;;;;;;;x ;;
WARGOAL_OTHER_ACCEPT_4;has decided to expand its war with $RECIPIENT$;ait décidé d'étendre sa guerre contre $RECIPIENT$;entschieden hätte, den Krieg mit $RECIPIENT$;;ha decidido ampliar su guerra con $RECIPIENT$;;;;;;;;;x ;;
WARGOAL_OTHER_ACCEPT_5;by adding $WARGOAL$;en ajoutant $WARGOAL$.;um das Ziel '$WARGOAL$' zu erweitern.;;para $WARGOAL$;;;;;;;;;x;;
WARGOAL_OTHER_ACCEPT_6;Like we care.;Comme si cela nous importait.;Als ob uns das interessieren würde.;;Como si nos importara.;;;;;;;;;x ;;
WARGOAL_OTHER_ACCEPT_BTN1;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WARGOAL_OTHER_ACCEPT_BTN2;OK;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;
WARGOAL_OTHER_ACCEPT_BTN3;Go to;Voir;Go to;IdŸ do;Ir allí;Andare;Ugrás;Pøejít na;;;;;;x;;
WARGOAL_OTHER_ACCEPT_LOG;$ACTOR$ expanded their war with $RECIPIENT$ to include $WARGOAL$.;$ACTOR$ a étendu sa guerre contre $RECIPIENT$ pour inclure $WARGOAL$.;$ACTOR$ erweiterte den Krieg mit $RECIPIENT$ um das Ziel '$WARGOAL$'.;;$ACTOR$ ha ampliado su guerra con $RECIPIENT$ para incluir $WARGOAL$.;;;;;;;;;x ;;
NO_GP_ACTION_ON_SELF;It would be foolish to target ourselves;Cela serait idiot de nous viser.;Es wäre unsinnig, uns selbst ins Visier zu nehmen ...;;Sería absurdo apuntar hacia nosotros mismos;;;;;;;;;x;;
OL_VIEW_SIEGES;Toggles §YOccupation§W view;Active la vue §YOccupation§W.;Schaltet §YBesetzungs§W-Ansicht um;;Activa/Desactiva la vista de §YOcupación§W;;;;;;;;;x;;
BADBOY_EFFECT;$DIRECTION$ $VALUE$ infamy.\n;$DIRECTION$ $VALUE$ en infamie.\n;$DIRECTION$ $VALUE$ Infamie.\n;;$DIRECTION$ $VALUE$ infamia.\n;;;;;;;;;x;;
unification_annex_casus_belli;War of Unification;Guerre d'unification;Vereinigungskrieg;;Guerra de unificación;;;;;;;;;x;;
unification_annex_casus_belli_desc;Liberate core territory of our §YCultural Union§W.;Libérez un territoire clé de notre §Yunion culturelle§W.;Befreien Sie das Kerngebiet unserer §YKulturunion§W;;Liberar territorio fundamental de nuestra §Yunión cultural§W;;;;;;;;;x;;
unification_annex_casus_belli_setup;Liberate core territory of our §YCultural Union§W.;Libérez un territoire clé de notre §Yunion culturelle§W.;Befreien Sie das Kerngebiet unserer §YKulturunion§W;;Liberar territorio fundamental de nuestra §Yunión cultural§W;;;;;;;;;x;;
unification_annex_casus_belli_short;Annexation;Annexion;Annektierung;;Anexión;;;;;;;;;x;;
enlightenment_thought;The Rights of Man;Les droits de l'homme;Die Menschenrechte;;Los derechos del hombre;;;;;;;;;x;;
enlightenment_thought_desc;The Rights of Man;Les droits de l'homme;Die Menschenrechte;;Los derechos del hombre;;;;;;;;;x;;
NORMAL_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ libération de $SECOND_COUNTRY$;$ORDER$$FIRST$e Befreiung von $SECOND_COUNTRY$;;$ORDER$ Liberación $FIRST$ de $SECOND_COUNTRY$;;;;;;;;;x;;
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;$ORDER$ $FIRST$ libération de $SECOND_COUNTRY$;$ORDER$$FIRST$e Befreiung von $SECOND_COUNTRY$;;$ORDER$ Liberación $FIRST$ de $SECOND_COUNTRY$;;;;;;;;;x;;
springtime_of_nations;The Springtime of Nations!;Le Printemps des nations !;Frühling der Nationen!;;¡La primavera de las naciones!;;;;;;;;;x;;
springtime_of_nations_desc;The slumbering nations of Europe awake to throw of the spectres of despotism and tyranny;Les nations endormies d'Europe se réveillent pour lutter contre les spectres du despotisme et de la tyrannie.;Die schlummernden Nationen Europa erwachen, um die Gespenster des Despotismus und der Tyrannei zu vertreiben.;;Las adormiladas naciones de Europa despiertan para acabar con los espectros del despotismo y la tiranía;;;;;;;;;x;;
HND_conservative;Nationalist Congress Party;Parti du congrès nationaliste;Nationalistische Kongresspartei;;Partido del Congreso Nacionalista;;;;;;;;;x;;
HND_liberal;Independence Party;Partie de l'indépendance;Unabhängigkeitspartei;;Partido de la Independencia;;;;;;;;;x;;
HND_reactionary;National Front;Front national;Nationale Front;;Frente Nacional;;;;;;;;;x;;
HND_anarcho_liberal;Freedom Party;Parti de la liberté;Freiheitspartei;;Partido por la Libertad;;;;;;;;;x;;
HND_socialist;Indian National Congress;Congrès national indien;Indischer Nationalkongress;;Congreso Nacional Indio;;;;;;;;;x;;
HND_communist;Communist Party;Parti communiste ;Kommunistische Partei;;Partido Comunista;;;;;;;;;x;;
HND_fascist;Unity Party;Parti unitaire;Einheitspartei;;Partido de la Unidad;;;;;;;;;x;;
HND;India;Inde;Indien;;India;;;;;;;;;x;;
WEDID_ISDISCREDITED_DESC;Discredited until §Y$UNTIL$§W. We are behind this.;Discrédit jusqu'au §Y$UNTIL$§W. Nous sommes derrière tout cela.;In Verruf gebracht bis zum §Y$UNTIL$§W. Wir stecken dahinter.;;Desacreditado hasta §Y$UNTIL$§W. Estamos detrás de esto.;;;;;;;;;x;;
WEDID_ISBANNEDEMBASSY_DESC;Banned embassy until §Y$UNTIL$§W. We are behind this.;Ambassade interdite jusqu'au §Y$UNTIL$§W. Nous sommes derrière tout cela.;Botschaft verbannt bis zum §Y$UNTIL$§W. Wir stecken dahinter.;;Embajada cerrada hasta §Y$UNTIL$§W. Estamos detrás de esto.;;;;;;;;;x;;
OTHER_MUST_NEGOTIATE_WITH_WAR_LEADER;We are not allowed to negotiate with the enemy §YWar leader§W since that would end the war. A peace treaty can only be signed between §Y$ENEMY$§W and §Y$COUNTRY$§W.;Nous ne sommes pas autorisés à négocier avec le §Ymeneur de guerre§W ennemi, car cela mettrait fin à la guerre. Un traité de paix ne peut être signé qu'entre §Y$ENEMY$§W et §Y$COUNTRY$§W.;Wir dürfen nicht mit dem feindlichen §YKriegsführer§W verhandeln, da dies den Krieg beenden würde. Ein Friedensvertrag kann nur zwischen §Y$ENEMY$§W und §Y$COUNTRY$§W unterzeichnet werden.;;No podemos negociar con el §YLíder de guerra§W enemigo, pues eso pondría fin a la guerra. Solo se puede firmar un tratado de paz entre §Y$ENEMY$§W y §Y$COUNTRY$§W.;;;;;;;;;x;;
unification_humiliate_cb;Assert Hegemony;Imposer l'hégémonie;Vorherrschaft durchsetzen;;Imponer hegemonía;;;;;;;;;x;;
REMOVE_unification_humiliate_cb_desc;Humiliate another Great Power to assert leadership over your common cultural union.;Humiliez une autre Grande Puissance pour imposer la primauté sur votre union culturelle commune.;Erniedrigen Sie eine andere Großmacht, um die Vorherrschaft über ihre gemeinsame Kulturunion zu übernehmen.;;Humillar a otra gran potencia para imponer el liderazgo sobre vuestra unión cultural común.;;;;;;;;;x;;
REMOVE_unification_humiliate_cb_setup;Humiliate another Great Power to assert leadership over your common cultural union.;Humiliez une autre Grande Puissance pour imposer la primauté sur votre union culturelle commune.;Erniedrigen Sie eine andere Großmacht, um die Vorherrschaft über ihre gemeinsame Kulturunion zu übernehmen.;;Humillar a otra gran potencia para imponer el liderazgo sobre vuestra unión cultural común.;;;;;;;;;x;;
unification_humiliate_cb_short;Admit Hegemony;Admettre l'hégémonie;Vorherrschaft anerkennen;;Aceptar hegemonía;;;;;;;;;x;;
NORMAL_UNIFICATION_HUMILIATE_NAME;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;$ORDER$$FIRST$-$SECOND$er Bruderkrieg;;La Guerra Fraticida $FIRST$-$SECOND$;;;;;;;;;x;;
AGRESSION_UNIFICATION_HUMILIATE_NAME;The $FIRST$-$SECOND$ Brother's War;$FIRST$-$SECOND$ guerre fraternelle ;$ORDER$$FIRST$-$SECOND$er Bruderkrieg;;La Guerra Fraticida $FIRST$-$SECOND$;;;;;;;;;x;;
PRODUCTION_REQUIRED_DAILY_INPUTS;Required daily inputs:;Matières premières quotidiennement requises :;Erforderlicher täglicher Input:;;Recursos diarios requeridos:;;;;;;;;;x;;
PRODUCTION_DAILY_OUTPUT;Daily output:;Production quot.;Tägliche Leistung:;;Producción diaria:;;;;;;;;;x;;
COUNTRYALERT_NO_HasClosedFactories;There are no bankrupt factories in our nation;Aucune usine n'est en faillite dans notre nation.;In unserer Nation gibt es keine bankrotten Fabriken.;;En nuestra nación no hay fábricas en bancarrota.;;;;;;;;;x;;
COUNTRYALERT_HasClosedFactories;There are bankrupt factories in the following states:;Il y a des usines en faillite dans les États suivants :;In folgenden Staaten gibt es bankrotte Fabriken:;;Hay fábricas en bancarrota en los siguientes estados:;;;;;;;;;x;;
CHI_1496;Hong Kong & Macao;Hong Kong & Macao;Hong Kong & Macao;;Hong Kong y Macao;;;;;;;;;x;;
ANY_STATE_STARTS;Any State;Tout État;Beliebiger Staat;;Cualquier estado;;;;;;;;;x;;
indian_sepoys_title;Sepoy Rebels;Rebelles Cipayes;Sepoy-Rebellen;;Rebeldes cipayos;;;;;;;;;x;;
indian_sepoys_name;Indian Sepoys;Cipayes indiens;Sepoyaufstand;;Cipayos indios;;;;;;;;;x;;
indian_sepoys_desc;A Sepoy, from the Persian 'Siphai', meaning soldier, was a term generally applied to indian soldiers in the service of a European Power. In 1857 a number of Sepoys employed by the British East India Company rose in rebellion against British rule in what has been called both 'The Sepoy Rebellion' and 'India's First War of Independence'. Rebelling Sepoys fight for Indian Freedom from colonial rule.;Un cipaye, du perse "Siphai" qui signifie "soldat", désignait généralement un soldat indien au service d'une puissance européenne. En 1857, plusieurs Cipayes employés par la Compagnie anglaise des Indes orientales se rebellèrent contre l'autorité britannique au cours de ce qu'on a appelé la "Révolte des Cipayes" et la "Première guerre d'indépendance de l'Inde". Les Cipayes rebelles luttent pour libérer l'Inde du joug colonial.;Sepoy, abgeleitet vom persischen Wort 'Siphai' für Soldat, war ein Ausdruck, der allgemein für indische Soldaten in den Diensten einer europäischen Macht benutzt wurde. Im Jahr 1857 rebellierten Sepoys im Sold der British East India Company gegen die britische Herrschaft. Dies wurde mit 'Sepoyaufstand' und 'Erster indischer Unabhängigkeitskrieg' bezeichnet. Die rebellierenden Sepoys kämpften für die Befreiung Indiens von der Kolonialherrschaft.;;Cipayo, del persa 'Siphai', que significa 'soldado', era un término generalmente aplicado a los soldados indios al servicio de una potencia europea. En 1857, cierto número de cipayos empelados por Compañía Británica de las Indias Orientales se rebeló contra el gobierno británico en lo que se conoce tanto por el nombre de 'La rebelión cipaya' como por el de 'Primera Guerra de Independencia India'. Los cipayos rebeldes luchan por liberar a la India del gobierno colonial.;;;;;;;;;x;;
indian_sepoys_army;Sepoy Rebellion;Révolte des Cipayes;Sepoyaufstand;;Rebelión cipaya;;;;;;;;;x;;
HND_ADJ;Indian;Indien;Indisch;;Indio;;;;;;;;;x;;
ALD;Algeria;Algérie;Algerien;;Argel;;;;;;;;;x;;
REMOVED_BUDGET_CANT_LOAN_DESC;Banks will only loan you money if you have been meeting your interest payments and are not hostile. Foreign banks will also never loan you more than $MAXLOAN$% of their total available funds for security reasons.;Les banques ne vous prêteront d'argent que si vous avez respecté les paiements de vos intérêts et n'êtes pas hostile. Pour des raisons de sécurité, les banques étrangères ne vous prêteront jamais plus de $MAXLOAN$% de leurs fonds totaux disponibles.;Banken leihen Ihnen nur dann Geld, wenn Sie Ihren Zinszahlungen nachgekommen sind und nicht als feindlich eingestuft werden. Ausländische Banken leihen Ihnen aus Sicherheitsgründen außerdem niemals mehr als $MAXLOAN$% ihrer gesamten Geldmittel.;;Los bancos solo te prestarán dinero si has cumplido con el pago de tus intereses y no eres hostil. Además, los bancos extranjeros nunca te prestarán más del $MAXLOAN$% de sus fondos totales disponibles, por razones de seguridad.;;;;;;;;;x;;
WE_ARE_DISCREDITED;We are discredited;Nous sommes discrédités.;Wir wurden in Verruf gebracht;;Estamos desacreditados;;;;;;;;;x;;
INFLUENCE_NEIGHBOUR;Neighbouring nation;Nation voisine;Nachbarnation;;Nación vecina;;;;;;;;;x;;
INFLUENCE_OTHER_CONTINENT;Nation is on another continent;La nation se trouve sur un autre continent.;Nation befindet sich auf einem anderen Kontinent;;La nación está en otro continente;;;;;;;;;x;;
INFLUENCE_RELATIVE;Total score of nation relative to our total score;Score total de la nation par rapport au nôtre;Gesamtpunkte der Nation in Beziehung zu unseren Gesamtpunkten;;Puntuación total de nación, en relación con nuestra puntuación total;;;;;;;;;x;;
INFLUENCE_AT_MAX;We cannot have more than §Y$MAX$§W influence in a single nation;Nous ne pouvons pas bénéficier de plus de §Y$MAX$§W d'influence dans une même nation.;Wir können in einer einzelnen Nation nicht mehr als §Y$MAX$§W Einfluss haben.;;No podemos tener una influencia superior a §Y$MAX$§W en una sola nación;;;;;;;;;x;;
DIPLOMACY_DAILYINFLULENCE_GAIN;We gain §Y$NUM$§W influence in §Y$COUNTRY$§W each day. Our base influence gain is §Y$BASE$§W;Nous gagnons quotidiennement §Y$NUM$§W points d'influence en §Y$COUNTRY$§W. Notre gain d'influence de base s'élève à §Y$BASE$§W;Wir erhalten in §Y$COUNTRY$§W täglich zusätzlich §Y$NUM$§W Einfluss. Unser Basis-Einfluss-Zugewinn ist §Y$BASE$§W;;Obtenemos una influencia de §Y$NUM$§W en §Y$COUNTRY$§W cada día. Nuestra ganancia base de influencia es de §Y$BASE$§W;;;;;;;;;x;;
DECL_WAR_NO_VASSAL;We are not allowed to declare war against §Ysatellites§W or §Ydominions§W;Nous ne sommes pas autorisés à déclarer la guerre à des §Ysatellites§W ou §Ydominions§W.;Wir dürfen §YSatellitenstaaten§W oder §YDominions§W nicht den Krieg erklären.;;No podemos declarar la guerra contra §Ysatélites§W o §Ydominios§W;;;;;;;;;x;;
austrian_form_south_german_confederation_title;The South German Confederation;La Confédération d'Allemagne du sud;Der Süddeutsche Bund;;La Confederación de Alemania del Sur;;;;;;;;;x;;
austrian_form_south_german_confederation_desc;While Germany was not united until the proclamation of the German Empire, following the Franco-Prussian war, rising nationalism in the 19th century had meant that unification had been on the cards long before that, with the Frankfurt assembly of 1848 being an important forerunner. By achieving a dominant position among the South German states, we can form the South German Confederation.;Il fallut attendre la proclamation de l'Empire allemand qui suivit la guerre franco-allemande pour assister à l'unification de l'Allemagne. Pourtant, avec la montée du nationalisme au XIXe siècle, l'unification aurait été possible bien avant cela, comme en témoigne l'assemblée de Francfort de 1848. En nous imposant dans les États du sud, nous formerons les États du sud de l'Allemagne.;Obwohl Deutschland bis zur Proklamation des Deutschen Kaiserreichs nach dem deutsch-französischen Krieg nicht geeint war, bedeutete der steigende Nationalismus des neunzehnten Jahrhunderts, dass eine Vereinigung schon seit langer Zeit geplant war. Ein wichtiges vorbereitendes Ereignis war die Frankfurter Nationalversammlung von 1848. Wenn wir uns eine dominierende Position unter den norddeutschen Staaten erarbeiten, können wir den Süddeutschen Bund gründen.;;Aunque Alemania no estuvo unida hasta la proclamación del Imperio Alemán, tras la guerra franco-prusiana, el nacionalismo emergente del siglo XIX puso de relieve que la unificación era inevitable. La asamblea de Frankfurt de 1848 supuso un importante precedente. Al alcanzar una posición dominante entre los estados germanos meridionales, podemos formar la Confederación de Alemania del Sur.;;;;;;;;;x;;
OL_HOSTILE_SIEGES;Hostile occupation;Occupation ennemie;Feindliche Besetzung;;Ocupación hostil;;;;;;;;;x;;
OL_VIEW_HOSTILE_SIEGES;Toggles §YHostile Occupation§W view.;Active la vue §YOccupation ennemie§W.;Schaltet §YFeindliche Besetzung§W-Ansicht um.;;Activa/Desactiva la vista de §YOcupación hostil§W;;;;;;;;;x;;
civil_war_setup;End the war by reuniting our nation under a common banner again.;Mettez fin à la guerre en réunifiant notre nation sous une même bannière.;Beenden Sie den Krieg durch die Wiedervereinigung unserer Nation unter einer gemeinsamen Flagge.;;Poner fin a la guerra reunificando de nuevo nuestra nación bajo un estandarte común.;;;;;;;;;x;;
POOR_MILITANCY_MORE_THAN;Poor strata militancy more than ;Militantisme des classes défavorisées supérieur à ;Militanz der Unterschicht höher als ;;Militancia de estrato pobre de más de ;;;;;;;;;x;;
MIDDLE_MILITANCY_MORE_THAN;Middle strata militancy more than ;Militantisme des classes moyennes supérieur à ;Militanz der Mittelschicht höher als ;;Militancia de clase media de más de ;;;;;;;;;x;;
RICH_MILITANCY_MORE_THAN;Rich strata militancy more than ;Militantisme des classes supérieures supérieur à ;Militanz der Oberschicht höher als ;;Militancia de estrato rico de más de ;;;;;;;;;x;;
POOR_MILITANCY_LESS_THAN;Poor strata militancy less than ;Militantisme des classes défavorisées inférieur à ;Militanz der Unterschicht geringer als ;;Militancia de estrato pobre de menos de ;;;;;;;;;x;;
MIDDLE_MILITANCY_LESS_THAN;Middle strata militancy less than ;Militantisme des classes moyennes inférieur à ;Militanz der Mittelschicht geringer als ;;Militancia de clase media de menos de ;;;;;;;;;x;;
RICH_MILITANCY_LESS_THAN;Rich strata militancy less than ;Militantisme des classes supérieures inférieur à ;Militanz der Oberschicht geringer als ;;Militancia de estrato rico de menos de ;;;;;;;;;x;;
PRODUCTION_SORT_BY_AVAILABLE_WORKFORCE_TOOLTIP;Sort by unemployed §Y$TYPE$§W;Classer par §Y$TYPE$§W sans emploi;Sortieren nach arbeitslosen §Y$TYPE$§W;;Ordenar por §Y$TYPE$§W desempleados;;;;;;;;;x;;
PRODUCTION_SORT_BY_AVG_INVESTORS_TOOLTIP;Sort by average §Y$TYPE$§W in state;Classer par §Y$TYPE$§W moyen dans l'État;Sortieren nach durchschnittlichen §Y$TYPE$§W im Staat;;Ordenar por media de §Y$TYPE$§W en el estado;;;;;;;;;x;;
PRODUCED_DETAIL;$VAL$ available for our country;$VAL$ sur notre marché commun (priorité/rang);$VAL$ für unser Land verfügbar;;$VAL$ disponible para nuestro país;;;;;;;;;x;;
TRADE_AVAILABLE;Available;Dispo.;Verfügbar;;Dispone;;;;;;;;;x;;
SPA_2517;Micronesia;Micronésie;Mikronesien;;Micronesia;;;;;;;;;x;;
hungarian_culture_group;Hungarian;Hongrois;Ungarisch;;Húngara;;;;;;;;;x;;
polish_culture_group;Polish;Polonais;Polnisch;;Polaca;;;;;;;;;x;;
czecho_slovak_culture_group;Czecho-Slovak;Tchécoslovaque;Tschechoslowakisch;;Checoslovaca;;;;;;;;;x;;
DZG_ADJ;Danziger;Danzigeois;Danziger;;de Danzig;;;;;;;;;x;;
EVTNAME13201;Diplomatic Mission under Siege!;Notre mission diplomatique assiégée !;Botschaft wird belagert!;;¡Misión diplomática bloqueada!;;;;;;;;;x;;
EVTDESC13201;News reaches us from $FROMCOUNTRY$ that the local ruling elites have thrown our ambassador out of the country, and that their troops are laying siege to our embassy with apparent intent to enforce that decision. This affair is developing into an enormous loss of international face, one which can only be avoided through a formal declaration of war against $FROMCOUNTRY$. Sire, how should we respond?;Nous venons d'apprendre que les élites locales de $FROMCOUNTRY$ ont expulsé notre ambassadeur et que leurs troupes assiègent notre ambassade. Cette affaire s'avère lourde de conséquences aux yeux du monde et il nous faut reprendre les choses en mains en déclarant la guerre à $FROMCOUNTRY$. Monsieur, que devons-nous faire ?;Uns erreichen Nachrichten aus $FROMCOUNTRY$, dass die lokale Herrscherelite unseren Botschafter des Landes verwiesen hat, und dass ihre Truppen unsere Botschaft anscheinend mit der Absicht belagern, diese Entscheidung auch durchzusetzen. Diese Affäre bedeutet für uns einen gewaltigen internationalen Gesichtsverlust, auf den wir nur mit einer formalen Kriegserklärung an $FROMCOUNTRY$ reagieren können. Wir sollen wir handeln?;;Nos llega la noticia desde $FROMCOUNTRY$ de que las élites gobernantes locales han expulsado del país a nuestro embajador y sus tropas han sitiado nuestra embajada con la clara intención de hacer cumplir tal decisión. Este asunto está derivando en una enorme pérdida de prestigio internacional, que solo se podrá contener mediante una declaración formal de guerra contra $FROMCOUNTRY$. Señor, ¿cómo debemos responder?;;;;;;;;;x;;
EVTOPTA13201;By Jingo!;Bon sang !;Auf in den Krieg!;;¡Por Jingo!;;;;;;;;;x;;
EVTOPTB13201;Perhaps we should let the $FROMCOUNTRY_ADJ$ Dragon sleep.;Nous devrions peut-être laisser le dragon $FROMCOUNTRY_ADJ$ dormir.;Vielleicht sollten wir den $FROMCOUNTRY_ADJ$en Drachen schlafen lassen.;;Quizá deberíamos dejar dormir a la hidra $FROMCOUNTRY_ADJ$.;;;;;;;;;x;;
annex_core_country;Restore Order;Rétablir l'ordre;Stellen Sie die Ordnung wieder her;;Restablecer el orden;;;;;;;;;x;;
annex_core_country_short;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;Anexionar $RECIPIENT$;;;;;;;;;x;;
annex_core_country_setup;Annex $RECIPIENT$;Annexer $RECIPIENT$;Annektieren Sie $RECIPIENT$;;Anexionar $RECIPIENT$;;;;;;;;;x;;
annex_core_country_desc;Annex a foreign §Ycountry§W all provinces of which are your cores.;Annexez un §Ypays§W étranger dont toutes les provinces sont vos territoires clés.;Annektieren Sie alle Provinzen eines ausländischen §YLandes§W, die zu Ihren Kernprovinzen gehören.;;Anexiona un §Ypaís§W extranjero cuyas provincias son todas núcleos tuyos.;;;;;;;;;x;;
liberal_rebels_title;Jacobin Rebels;Rebelles Jacobins;Jakobinische Rebellen;;Rebeldes jacobinos;;;;;;;;;x;;
liberal_rebels_name;Jacobin Rebels;Rebelles Jacobins;Jakobinische Rebellen;;Rebeldes jacobinos;;;;;;;;;x;;
liberal_rebels_desc;Liberal Jacobin Rebels strive for the inclusion of broader stratas of the population in the government of the nation. In an absolute monarchy they will rise to impose a constitutional monarchy, whereas they in all other cases seek to establish a democracy.;Les rebelles Jacobins libéraux luttent pour inclure des classes plus larges de la population dans le gouvernement de la nation. En présence d'une monarchie absolue, ils se dresseront pour imposer une monarchie constitutionnelle, s'ils ne cherchent pas à établir une démocratie.;Liberale jakobinische Rebellen streben danach, größere Teile unserer Bevölkerung in die Regierung unseres Landes zu integrieren. In einer absoluten Monarchie werden sie sich zur Erzwingung einer konstitutionellen Monarchie erheben. In anderen Situationen werden sie sich für die Errichtung einer Demokratie einsetzen.;;Los rebeldes jacobinos liberales pugnan por la inclusión de estratos más amplios de la población en el gobierno de la nación. En una monarquía absoluta, se alzarán para imponer una monarquía constitucional, mientras que en cualquier otro caso buscarán establecer una democracia.;;;;;;;;;x;;
liberal_rebels_army;Republican Guard;Garde républicaine;Republikanische Wache;;Guardia republicana;;;;;;;;;x;;
NORMAL_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ rétablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$e Wiederherstellung der Ordnung in den $SECOND$en Provinzen;;$ORDER$ Restauración $FIRST$ del orden en las provincias $SECOND$;;;;;;;;;x;;
AGRESSION_WAR_RESTORE_ORDER_NAME;$ORDER$$FIRST$ Restoration of Order to the $SECOND$ provinces;$ORDER$$FIRST$ rétablissement de l'ordre dans les provinces de $SECOND$;$ORDER$$FIRST$e Wiederherstellung der Ordnung in den $SECOND$en Provinzen;;$ORDER$ Restauración $FIRST$ del orden en las provincias $SECOND$;;;;;;;;;x;;
